"0","# test the file exists"
"0","if (file.exists(""judge_ratings.xml"")) {"
"0","  # load the data"
"0","  df <- xml2::read_xml(""judge_ratings.xml"")"
"0","  # xml is not a data frame, Our data can be converted to a data frame"
"0","    df <- xml2::as_list(df)"
"0","    head(df)"
"0","} else {"
"0","  print(""File not found"")"
"0","}"
"1","$`judge-ratings`
"
"1","$`judge-ratings`$judge
"
"1","$`judge-ratings`$judge$name
"
"1","$`judge-ratings`$judge$name[[1]]
"
"1","[1]"
"1"," ""AARONSON,L.H."""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Number-of-contacts-of-lawyer-with-judge`
"
"1","$`judge-ratings`$judge$`Number-of-contacts-of-lawyer-with-judge`[[1]]
"
"1","[1]"
"1"," ""5.7"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Judicial-integrity`
"
"1","$`judge-ratings`$judge$`Judicial-integrity`[[1]]
"
"1","[1]"
"1"," ""7.9"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$Demeanor
"
"1","$`judge-ratings`$judge$Demeanor[[1]]
"
"1","[1]"
"1"," ""7.7"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$Diligence
"
"1","$`judge-ratings`$judge$Diligence[[1]]
"
"1","[1]"
"1"," ""7.3"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Case-flow-managing`
"
"1","$`judge-ratings`$judge$`Case-flow-managing`[[1]]
"
"1","[1]"
"1"," ""7.1"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Prompt-decisions`
"
"1","$`judge-ratings`$judge$`Prompt-decisions`[[1]]
"
"1","[1]"
"1"," ""7.4"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Preparation-for-trial`
"
"1","$`judge-ratings`$judge$`Preparation-for-trial`[[1]]
"
"1","[1]"
"1"," ""7.1"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Familiarity-with-law`
"
"1","$`judge-ratings`$judge$`Familiarity-with-law`[[1]]
"
"1","[1]"
"1"," ""7.1"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Sound-oral-rulings`
"
"1","$`judge-ratings`$judge$`Sound-oral-rulings`[[1]]
"
"1","[1]"
"1"," ""7.1"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Sound-written-rulings`
"
"1","$`judge-ratings`$judge$`Sound-written-rulings`[[1]]
"
"1","[1]"
"1"," ""7.0"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Physical-ability`
"
"1","$`judge-ratings`$judge$`Physical-ability`[[1]]
"
"1","[1]"
"1"," ""8.3"""
"1","
"
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge
"
"1","$`judge-ratings`$judge$name
"
"1","$`judge-ratings`$judge$name[[1]]
"
"1","[1]"
"1"," ""ALEXANDER,J.M."""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Number-of-contacts-of-lawyer-with-judge`
"
"1","$`judge-ratings`$judge$`Number-of-contacts-of-lawyer-with-judge`[[1]]
"
"1","[1]"
"1"," ""6.8"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Judicial-integrity`
"
"1","$`judge-ratings`$judge$`Judicial-integrity`[[1]]
"
"1","[1]"
"1"," ""8.9"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$Demeanor
"
"1","$`judge-ratings`$judge$Demeanor[[1]]
"
"1","[1]"
"1"," ""8.8"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$Diligence
"
"1","$`judge-ratings`$judge$Diligence[[1]]
"
"1","[1]"
"1"," ""8.5"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Case-flow-managing`
"
"1","$`judge-ratings`$judge$`Case-flow-managing`[[1]]
"
"1","[1]"
"1"," ""7.8"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Prompt-decisions`
"
"1","$`judge-ratings`$judge$`Prompt-decisions`[[1]]
"
"1","[1]"
"1"," ""8.1"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Preparation-for-trial`
"
"1","$`judge-ratings`$judge$`Preparation-for-trial`[[1]]
"
"1","[1]"
"1"," ""8.0"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Familiarity-with-law`
"
"1","$`judge-ratings`$judge$`Familiarity-with-law`[[1]]
"
"1","[1]"
"1"," ""8.0"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Sound-oral-rulings`
"
"1","$`judge-ratings`$judge$`Sound-oral-rulings`[[1]]
"
"1","[1]"
"1"," ""7.8"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Sound-written-rulings`
"
"1","$`judge-ratings`$judge$`Sound-written-rulings`[[1]]
"
"1","[1]"
"1"," ""7.9"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Physical-ability`
"
"1","$`judge-ratings`$judge$`Physical-ability`[[1]]
"
"1","[1]"
"1"," ""8.5"""
"1","
"
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge
"
"1","$`judge-ratings`$judge$name
"
"1","$`judge-ratings`$judge$name[[1]]
"
"1","[1]"
"1"," ""ARMENTANO,A.J."""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Number-of-contacts-of-lawyer-with-judge`
"
"1","$`judge-ratings`$judge$`Number-of-contacts-of-lawyer-with-judge`[[1]]
"
"1","[1]"
"1"," ""7.2"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Judicial-integrity`
"
"1","$`judge-ratings`$judge$`Judicial-integrity`[[1]]
"
"1","[1]"
"1"," ""8.1"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$Demeanor
"
"1","$`judge-ratings`$judge$Demeanor[[1]]
"
"1","[1]"
"1"," ""7.8"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$Diligence
"
"1","$`judge-ratings`$judge$Diligence[[1]]
"
"1","[1]"
"1"," ""7.8"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Case-flow-managing`
"
"1","$`judge-ratings`$judge$`Case-flow-managing`[[1]]
"
"1","[1]"
"1"," ""7.5"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Prompt-decisions`
"
"1","$`judge-ratings`$judge$`Prompt-decisions`[[1]]
"
"1","[1]"
"1"," ""7.6"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Preparation-for-trial`
"
"1","$`judge-ratings`$judge$`Preparation-for-trial`[[1]]
"
"1","[1]"
"1"," ""7.5"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Familiarity-with-law`
"
"1","$`judge-ratings`$judge$`Familiarity-with-law`[[1]]
"
"1","[1]"
"1"," ""7.5"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Sound-oral-rulings`
"
"1","$`judge-ratings`$judge$`Sound-oral-rulings`[[1]]
"
"1","[1]"
"1"," ""7.3"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Sound-written-rulings`
"
"1","$`judge-ratings`$judge$`Sound-written-rulings`[[1]]
"
"1","[1]"
"1"," ""7.4"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Physical-ability`
"
"1","$`judge-ratings`$judge$`Physical-ability`[[1]]
"
"1","[1]"
"1"," ""7.9"""
"1","
"
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge
"
"1","$`judge-ratings`$judge$name
"
"1","$`judge-ratings`$judge$name[[1]]
"
"1","[1]"
"1"," ""BERDON,R.I."""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Number-of-contacts-of-lawyer-with-judge`
"
"1","$`judge-ratings`$judge$`Number-of-contacts-of-lawyer-with-judge`[[1]]
"
"1","[1]"
"1"," ""6.8"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Judicial-integrity`
"
"1","$`judge-ratings`$judge$`Judicial-integrity`[[1]]
"
"1","[1]"
"1"," ""8.8"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$Demeanor
"
"1","$`judge-ratings`$judge$Demeanor[[1]]
"
"1","[1]"
"1"," ""8.5"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$Diligence
"
"1","$`judge-ratings`$judge$Diligence[[1]]
"
"1","[1]"
"1"," ""8.8"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Case-flow-managing`
"
"1","$`judge-ratings`$judge$`Case-flow-managing`[[1]]
"
"1","[1]"
"1"," ""8.3"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Prompt-decisions`
"
"1","$`judge-ratings`$judge$`Prompt-decisions`[[1]]
"
"1","[1]"
"1"," ""8.5"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Preparation-for-trial`
"
"1","$`judge-ratings`$judge$`Preparation-for-trial`[[1]]
"
"1","[1]"
"1"," ""8.7"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Familiarity-with-law`
"
"1","$`judge-ratings`$judge$`Familiarity-with-law`[[1]]
"
"1","[1]"
"1"," ""8.7"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Sound-oral-rulings`
"
"1","$`judge-ratings`$judge$`Sound-oral-rulings`[[1]]
"
"1","[1]"
"1"," ""8.4"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Sound-written-rulings`
"
"1","$`judge-ratings`$judge$`Sound-written-rulings`[[1]]
"
"1","[1]"
"1"," ""8.5"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Physical-ability`
"
"1","$`judge-ratings`$judge$`Physical-ability`[[1]]
"
"1","[1]"
"1"," ""8.8"""
"1","
"
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge
"
"1","$`judge-ratings`$judge$name
"
"1","$`judge-ratings`$judge$name[[1]]
"
"1","[1]"
"1"," ""BRACKEN,J.J."""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Number-of-contacts-of-lawyer-with-judge`
"
"1","$`judge-ratings`$judge$`Number-of-contacts-of-lawyer-with-judge`[[1]]
"
"1","[1]"
"1"," ""7.3"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Judicial-integrity`
"
"1","$`judge-ratings`$judge$`Judicial-integrity`[[1]]
"
"1","[1]"
"1"," ""6.4"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$Demeanor
"
"1","$`judge-ratings`$judge$Demeanor[[1]]
"
"1","[1]"
"1"," ""4.3"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$Diligence
"
"1","$`judge-ratings`$judge$Diligence[[1]]
"
"1","[1]"
"1"," ""6.5"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Case-flow-managing`
"
"1","$`judge-ratings`$judge$`Case-flow-managing`[[1]]
"
"1","[1]"
"1"," ""6.0"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Prompt-decisions`
"
"1","$`judge-ratings`$judge$`Prompt-decisions`[[1]]
"
"1","[1]"
"1"," ""6.2"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Preparation-for-trial`
"
"1","$`judge-ratings`$judge$`Preparation-for-trial`[[1]]
"
"1","[1]"
"1"," ""5.7"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Familiarity-with-law`
"
"1","$`judge-ratings`$judge$`Familiarity-with-law`[[1]]
"
"1","[1]"
"1"," ""5.7"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Sound-oral-rulings`
"
"1","$`judge-ratings`$judge$`Sound-oral-rulings`[[1]]
"
"1","[1]"
"1"," ""5.1"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Sound-written-rulings`
"
"1","$`judge-ratings`$judge$`Sound-written-rulings`[[1]]
"
"1","[1]"
"1"," ""5.3"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Physical-ability`
"
"1","$`judge-ratings`$judge$`Physical-ability`[[1]]
"
"1","[1]"
"1"," ""5.5"""
"1","
"
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge
"
"1","$`judge-ratings`$judge$name
"
"1","$`judge-ratings`$judge$name[[1]]
"
"1","[1]"
"1"," ""BURNS,E.B."""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Number-of-contacts-of-lawyer-with-judge`
"
"1","$`judge-ratings`$judge$`Number-of-contacts-of-lawyer-with-judge`[[1]]
"
"1","[1]"
"1"," ""6.2"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Judicial-integrity`
"
"1","$`judge-ratings`$judge$`Judicial-integrity`[[1]]
"
"1","[1]"
"1"," ""8.8"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$Demeanor
"
"1","$`judge-ratings`$judge$Demeanor[[1]]
"
"1","[1]"
"1"," ""8.7"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$Diligence
"
"1","$`judge-ratings`$judge$Diligence[[1]]
"
"1","[1]"
"1"," ""8.5"""
"1","
"
"1","
"
"1","
"
"1","$`judge-ratings`$judge$`Case-flow-managing`
"
"1","$`judge-ratings`$judge$`Case-flow-managing`[[1]]
"
