"0","# test the file exists"
"0","if (file.exists(""judge_ratings.xml"")) {"
"0","    # load the data using each `judge` node as a list"
"0","    df <- xml2::read_xml(""judge_ratings.xml"", as_list = TRUE)"
"0","    # print the data"
"0","    print(df)"
"0","    }"
"1","{"
"1",""
"1","xml"
"1",""
"1","_document}
"
"1","<judge-ratings>"
"1",""
"1","
"
"1"," [1] <judge>\n  <name>AARONSON,L.H.</name>\n  <Number-of-contacts-of-lawyer-with-judge>5.7</Number-of-contacts-of-lawyer-with-judge>\n  <Judicia ..."
"1","
"
"1"," [2] <judge>\n  <name>ALEXANDER,J.M.</name>\n  <Number-of-contacts-of-lawyer-with-judge>6.8</Number-of-contacts-of-lawyer-with-judge>\n  <Judici ..."
"1","
"
"1"," [3] <judge>\n  <name>ARMENTANO,A.J.</name>\n  <Number-of-contacts-of-lawyer-with-judge>7.2</Number-of-contacts-of-lawyer-with-judge>\n  <Judici ..."
"1","
"
"1"," [4] <judge>\n  <name>BERDON,R.I.</name>\n  <Number-of-contacts-of-lawyer-with-judge>6.8</Number-of-contacts-of-lawyer-with-judge>\n  <Judicial- ..."
"1","
"
"1"," [5] <judge>\n  <name>BRACKEN,J.J.</name>\n  <Number-of-contacts-of-lawyer-with-judge>7.3</Number-of-contacts-of-lawyer-with-judge>\n  <Judicial ..."
"1","
"
"1"," [6] <judge>\n  <name>BURNS,E.B.</name>\n  <Number-of-contacts-of-lawyer-with-judge>6.2</Number-of-contacts-of-lawyer-with-judge>\n  <Judicial-i ..."
"1","
"
"1"," [7] <judge>\n  <name>CALLAHAN,R.J.</name>\n  <Number-of-contacts-of-lawyer-with-judge>10.6</Number-of-contacts-of-lawyer-with-judge>\n  <Judici ..."
"1","
"
"1"," [8] <judge>\n  <name>COHEN,S.S.</name>\n  <Number-of-contacts-of-lawyer-with-judge>7.0</Number-of-contacts-of-lawyer-with-judge>\n  <Judicial-i ..."
"1","
"
"1"," [9] <judge>\n  <name>DALY,J.J.</name>\n  <Number-of-contacts-of-lawyer-with-judge>7.3</Number-of-contacts-of-lawyer-with-judge>\n  <Judicial-in ..."
"1","
"
"1","[10] <judge>\n  <name>DANNEHY,J.F.</name>\n  <Number-of-contacts-of-lawyer-with-judge>8.2</Number-of-contacts-of-lawyer-with-judge>\n  <Judicial ..."
"1","
"
"1","[11] <judge>\n  <name>DEAN,H.H.</name>\n  <Number-of-contacts-of-lawyer-with-judge>7.0</Number-of-contacts-of-lawyer-with-judge>\n  <Judicial-in ..."
"1","
"
"1","[12] <judge>\n  <name>DEVITA,H.J.</name>\n  <Number-of-contacts-of-lawyer-with-judge>6.5</Number-of-contacts-of-lawyer-with-judge>\n  <Judicial- ..."
"1","
"
"1","[13] <judge>\n  <name>DRISCOLL,P.J.</name>\n  <Number-of-contacts-of-lawyer-with-judge>6.7</Number-of-contacts-of-lawyer-with-judge>\n  <Judicia ..."
"1","
"
"1","[14] <judge>\n  <name>GRILLO,A.E.</name>\n  <Number-of-contacts-of-lawyer-with-judge>7.0</Number-of-contacts-of-lawyer-with-judge>\n  <Judicial- ..."
"1","
"
"1","[15] <judge>\n  <name>HADDEN,W.L.JR.</name>\n  <Number-of-contacts-of-lawyer-with-judge>6.5</Number-of-contacts-of-lawyer-with-judge>\n  <Judici ..."
"1","
"
"1","[16] <judge>\n  <name>HAMILL,E.C.</name>\n  <Number-of-contacts-of-lawyer-with-judge>7.3</Number-of-contacts-of-lawyer-with-judge>\n  <Judicial- ..."
"1","
"
"1","[17] <judge>\n  <name>HEALEY.A.H.</name>\n  <Number-of-contacts-of-lawyer-with-judge>8.0</Number-of-contacts-of-lawyer-with-judge>\n  <Judicial- ..."
"1","
"
"1","[18] <judge>\n  <name>HULL,T.C.</name>\n  <Number-of-contacts-of-lawyer-with-judge>7.7</Number-of-contacts-of-lawyer-with-judge>\n  <Judicial-in ..."
"1","
"
"1","[19] <judge>\n  <name>LEVINE,I.</name>\n  <Number-of-contacts-of-lawyer-with-judge>8.3</Number-of-contacts-of-lawyer-with-judge>\n  <Judicial-in ..."
"1","
"
"1","[20] <judge>\n  <name>LEVISTER,R.L.</name>\n  <Number-of-contacts-of-lawyer-with-judge>9.6</Number-of-contacts-of-lawyer-with-judge>\n  <Judicia ..."
"1","
"
"1","...
"
